House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
14,Albion Street,Caroline,Mills,4,Granddaughter,NA,Female,Child,None,NA
15,Albion Street,Denise,Henry,63,Head,Divorced,Female,"Education officer, museum",None,Christian
15,Albion Street,Antony,Henry,38,Son,Divorced,Male,Professor Emeritus,None,None
16,Albion Street,Paula,Randall,52,Head,Single,Female,Insurance claims handler,None,Christian
17,Albion Street,Ann,Greenwood,33,Head,Single,Female,Physiological scientist,None,None
18,Albion Street,Julie,Byrne,62,Head,Married,Female,"Editor, commissioning",None,Christian
18,Albion Street,Danny,Byrne,65,Husband,Married,Male,Multimedia specialist,None,Christian
18,Albion Street,Patricia,Byrne,45,Daughter,Single,Female,Homeopath,None,Christian
18,Albion Street,Norman,Byrne,42,Son,Single,Male,"Administrator, charities/voluntary organisations",None,Christian
18,Albion Street,Alex,Byrne,41,Son,Single,Male,Museum education officer,None,Christian
19,Albion Street,Holly,Godfrey,48,Head,Single,Female,Unemployed,None,Catholic
20,Albion Street,Beverley,Nash,68,Head,Married,Female,"Retired Teacher, music",None,Christian
20,Albion Street,Steven,Nash,73,Husband,Married,Male,Retired Probation officer,None,Christian
21,Albion Street,Jeremy,Jones,22,Head,Married,Male,University Student,None,None
21,Albion Street,Natalie,Jones,19,Wife,Married,Female,"Education officer, museum",None,None
22,Albion Street,Elaine,Robinson,74,Head,Married,Female,Retired Chief Operating Officer,None,Christian
22,Albion Street,Christian,Robinson,78,Husband,Married,Male,Retired Higher education careers adviser,None,Christian
22,Albion Street,Hayley,Robinson,8,Granddaughter,NA,Female,Student,None,NA
23,Albion Street,Dominic,Thomas,57,Head,Divorced,Male,Unemployed,None,None
23,Albion Street,Annette,Thomas,16,Daughter,NA,Female,Student,None,NA
24,Albion Street,Hannah,Thomas,47,Head,Single,Female,Astronomer,None,Christian
24,Albion Street,Carl,Leonard,52,Partner,Single,Male,Ergonomist,None,Christian
24,Albion Street,Shirley,Thomas,15,Daughter,NA,Female,Student,None,NA
24,Albion Street,Grace,Thomas,11,Daughter,NA,Female,Student,None,NA
24,Albion Street,Alan,Thomas,7,Son,NA,Male,Student,None,NA
25,Albion Street,Terry,Davies,73,Head,Married,Male,Retired Futures trader,None,Methodist
25,Albion Street,Karen,Davies,71,Wife,Married,Female,Retired Accommodation manager,None,None
26,Albion Street,Nicola,Quinn,45,Head,Divorced,Female,Unemployed,None,Christian
26,Albion Street,Stephen,Quinn,14,Son,NA,Male,Student,None,NA
27,Albion Street,Aimee,Wall,62,Head,Married,Female,Warden/ranger,None,Catholic
27,Albion Street,Jeremy,Wall,64,Husband,Married,Male,Unemployed,None,Catholic
27,Albion Street,Jasmine,Wall,31,Daughter,Divorced,Female,Recruitment consultant,None,Catholic
27,Albion Street,Brian,Wright-Wall,31,Son,Single,Male,"Administrator, arts",None,Catholic
27,Albion Street,Paula,Wright-Wall,28,Daughter,Single,Female,Tree surgeon,None,Catholic
28,Albion Street,Leon,Cook,43,Head,Single,Male,Early years teacher,None,Christian
28,Albion Street,Lesley,Cook,50,Cousin,Single,Female,Cartographer,None,None
29,Albion Street,Diane,Hill,30,Head,Married,Female,"Designer, exhibition/display",None,Methodist
29,Albion Street,William,Hill,30,Husband,Married,Male,Secretary/administrator,Blind,Methodist
29,Albion Street,Sean,Hill,8,Son,NA,Male,Student,None,NA
30,Albion Street,Valerie,White,24,Head,Divorced,Female,"Designer, furniture",None,Catholic
31,Albion Street,Lynn,Howell,48,Head,Divorced,Female,Food technologist,None,Methodist
31,Albion Street,Mary,Howell,16,Daughter,NA,Female,Student,None,NA
31,Albion Street,Carole,Howell,12,Daughter,NA,Female,Student,None,NA
31,Albion Street,Paula,Howell,10,Daughter,NA,Female,Student,None,NA
31,Albion Street,Brandon,Howell,10,Son,NA,Male,Student,None,NA
32,Albion Street,Stacey,Hardy-Gardner,65,Head,Widowed,Female,"Engineer, agricultural",None,Christian
32,Albion Street,Melanie,Hardy-Gardner,48,Daughter,Single,Female,Psychotherapist,None,Christian
33,Albion Street,Jamie,Bibi,77,Head,Married,Male,Retired Tax adviser,None,Christian
33,Albion Street,Amy,Bibi,74,Wife,Married,Female,"Retired Scientist, biomedical",None,None
34,Albion Street,Dawn,Murray,73,Head,Widowed,Female,Retired Medical physicist,None,Methodist
34,Albion Street,Bryan,Murray,38,Son,Single,Male,Hydrogeologist,None,Methodist
34,Albion Street,Melissa,Murray,35,Daughter,Single,Female,Photographer,None,Methodist
34,Albion Street,Josh,Murray,32,Son,Single,Male,"Accountant, chartered public finance",None,Methodist
1,Bennett Street,Tracey,Jones,54,Head,Married,Female,Research scientist (life sciences),None,Christian
1,Bennett Street,Ben,Jones,55,Husband,Married,Male,Risk analyst,None,Christian
1,Bennett Street,Clifford,Jones,19,Son,Single,Male,University Student,None,Christian
1,Bennett Street,Gillian,Jones,16,Daughter,NA,Female,Student,None,NA
2,Bennett Street,Joseph,Johnson,53,Head,Single,Male,"Engineer, manufacturing",None,None
2,Bennett Street,Gavin,Russell,50,None,Single,Male,Psychiatric nurse,None,Methodist
2,Bennett Street,Donald,Evans,19,None,Single,Male,University Student,None,None
3,Bennett Street,Elaine,Porter,63,Head,Married,Female,Sport and exercise psychologist,None,Methodist
3,Bennett Street,Hugh,Douglas,62,Husband,Married,Male,Insurance account manager,None,None
3,Bennett Street,Shannon,Porter,36,Daughter,Single,Female,Insurance risk surveyor,None,Methodist
4,Bennett Street,Rachel,Davies,32,Head,Single,Female,"Engineer, manufacturing",None,Muslim
4,Bennett Street,Robin,Davies,5,Son,NA,Male,Student,None,NA
4,Bennett Street,Tom,Smith,37,Lodger,Single,Male,Learning disability nurse,None,Christian
4,Bennett Street,Mark,Bennett,19,Lodger,Single,Male,Museum/gallery exhibitions officer,None,Catholic
5,Bennett Street,Rachael,Chapman,47,Head,Married,Female,Consulting civil engineer,None,Catholic
5,Bennett Street,Peter,Chapman,46,Husband,Married,Male,Trade mark attorney,None,Catholic
5,Bennett Street,Mark,Chapman,15,Son,NA,Male,Student,None,NA
6,Bennett Street,Helen,Ball-Henry,34,Head,Single,Female,Learning disability nurse,None,Christian
6,Bennett Street,Douglas,Pearce,40,Partner,Single,Male,"Psychotherapist, dance movement",None,Christian
6,Bennett Street,Brett,Wilkins,24,Lodger,Single,Male,Quality manager,None,Christian
7,Bennett Street,Andrea,Davies,39,Head,Single,Female,Unemployed,None,Christian
7,Bennett Street,Rachael,Davies,16,Daughter,NA,Female,Student,None,NA
7,Bennett Street,Joel,Davies,12,Son,NA,Male,Student,None,NA
7,Bennett Street,Christopher,Davies,11,Son,NA,Male,Student,None,NA
7,Bennett Street,Sheila,Davies,7,Daughter,NA,Female,Student,None,NA
8,Bennett Street,Amy,Watts,51,Head,Married,Female,Tax adviser,None,None
8,Bennett Street,Dennis,Watts,53,Husband,Married,Male,Civil Service fast streamer,None,None
8,Bennett Street,Michelle,Watts,20,Daughter,Divorced,Female,University Student,None,None
8,Bennett Street,Mathew,Watts,19,Son,Widowed,Male,University Student,None,None
8,Bennett Street,Richard,Watts,17,Son,NA,Male,Student,None,NA
9,Bennett Street,Patricia,Richardson,22,Head,Married,Female,University Student,None,Methodist
9,Bennett Street,Martyn,Richardson,24,Husband,Married,Male,"Psychologist, prison and probation services",None,Methodist
9,Bennett Street,Glen,Shaw,32,Lodger,Single,Male,"Secretary, company",None,None
10,Bennett Street,Megan,Dickinson,51,Head,Single,Female,Clinical molecular geneticist,None,Methodist
10,Bennett Street,Dennis,Lucas,49,Partner,Single,Male,Rural practice surveyor,None,Methodist
10,Bennett Street,Jade,Dickinson,25,Daughter,Single,Female,Newspaper journalist,None,Methodist
10,Bennett Street,Bernard,Dickinson,21,Son,Single,Male,University Student,None,Methodist
10,Bennett Street,Marilyn,Dickinson,6,Daughter,NA,Female,Student,None,NA
11,Bennett Street,Albert,Lawrence,52,Head,Single,Male,Environmental consultant,None,None
11,Bennett Street,Sylvia,Lawrence,19,Daughter,Divorced,Female,University Student,None,None
11,Bennett Street,Callum,Lawrence,19,Son,Single,Male,University Student,None,None
12,Bennett Street,Frances,Allan,39,Head,Married,Female,Chief Executive Officer,None,Catholic
12,Bennett Street,Ian,Allan,44,Husband,Married,Male,Unemployed,None,Catholic
12,Bennett Street,Claire,Allan,7,Daughter,NA,Female,Student,None,NA
13,Bennett Street,Brenda,Kelly,46,Head,Married,Female,Actor,None,Catholic
13,Bennett Street,Darren,Kelly,49,Husband,Married,Male,"Doctor, general practice",None,None
13,Bennett Street,George,Kelly,15,Son,NA,Male,Student,None,NA
14,Bennett Street,Lauren,Bailey,73,Head,Widowed,Female,Retired Economist,None,None
15,Bennett Street,Philip,Cunningham,56,Head,Single,Male,"Accountant, chartered management",None,Methodist
15,Bennett Street,Sophie,Hill,58,Partner,Single,Female,Human resources officer,None,None
16,Bennett Street,Luke,Hardy,45,Head,Married,Male,Psychiatric nurse,None,Catholic
16,Bennett Street,Kim,Hardy,43,Wife,Married,Female,Clinical cytogeneticist,None,None
16,Bennett Street,Tracy,Hardy,19,Daughter,Divorced,Female,University Student,None,Catholic
17,Bennett Street,Joan,King,38,Head,Married,Female,"Research officer, trade union",None,None
17,Bennett Street,Harry,King,43,Husband,Married,Male,Police officer,None,None
17,Bennett Street,Jessica,Armstrong,16,Daughter,NA,Female,Student,None,NA
18,Bennett Street,Ann,Berry,49,Head,Married,Female,Physiological scientist,None,Catholic
18,Bennett Street,Nigel,Berry,49,Husband,Married,Male,"Engineer, structural",None,Catholic
18,Bennett Street,Joseph,Berry,14,Son,NA,Male,Student,None,NA
19,Bennett Street,Wendy,Hill,25,Head,Divorced,Female,"Lecturer, further education",None,None
19,Bennett Street,Karen,Roberts-Hill,34,Cousin,Single,Female,IT sales professional,None,None
20,Bennett Street,Charlene,Hunt,46,Head,Divorced,Female,Unemployed,None,None
20,Bennett Street,William,Hunt,12,Son,NA,Male,Student,None,NA
20,Bennett Street,Toby,Hunt,7,Son,NA,Male,Student,None,NA
20,Bennett Street,Mitchell,Hunt,7,Son,NA,Male,Student,None,NA
21,Bennett Street,Cheryl,Robinson,49,Head,Single,Female,Editorial assistant,None,Christian
21,Bennett Street,Lindsey,Robinson,16,Daughter,NA,Female,Student,None,NA
21,Bennett Street,Tracey,Robinson,12,Daughter,NA,Female,Student,None,NA
22,Bennett Street,Karen,Howell,59,Head,Married,Female,"Accountant, chartered management",None,None
22,Bennett Street,Kyle,Howell,61,Husband,Married,Male,Health service manager,None,None
22,Bennett Street,Stuart,Howell,34,Son,Divorced,Male,Unemployed,None,None
23,Bennett Street,Sally,Williams,55,Head,Married,Female,"Radiographer, therapeutic",None,Christian
23,Bennett Street,Declan,Williams,57,Husband,Married,Male,Retail buyer,None,None
23,Bennett Street,Sheila,Williams,26,Daughter,Single,Female,"Journalist, broadcasting",None,Christian
24,Bennett Street,Caroline,Brown,34,Head,Married,Female,Historic buildings inspector/conservation officer,None,Methodist
24,Bennett Street,Jeffrey,Brown,36,Husband,Married,Male,"Lecturer, higher education",None,Methodist
24,Bennett Street,Charles,Brown,8,Son,NA,Male,Student,None,NA
25,Bennett Street,Justin,Jones,46,Head,Single,Male,Warehouse manager,None,Christian
25,Bennett Street,Judith,Kelly,46,Partner,Single,Female,Historic buildings inspector/conservation officer,None,Christian
1,Honeysuckle Avenue,Naomi,Connor,80,Head,Widowed,Female,Retired Proofreader,None,None
1,Honeysuckle Avenue,Sara,Connor,50,Daughter,Single,Female,Interpreter,None,None
1,Honeysuckle Avenue,Callum,Connor,48,Son,Divorced,Male,Interpreter,None,None
2,Honeysuckle Avenue,Rachel,Knight,87,Head,Married,Female,"Retired Embryologist, clinical",None,Christian
2,Honeysuckle Avenue,Graeme,Knight,83,Husband,Married,Male,Retired Secretary/administrator,None,Christian
3,Honeysuckle Avenue,Rosemary,Pollard,44,Head,Single,Female,Theatre director,None,Catholic
3,Honeysuckle Avenue,Francis,Bibi,41,Partner,Single,Male,Insurance broker,None,Catholic
3,Honeysuckle Avenue,Craig,Pollard,18,Son,Single,Male,Student,None,None
3,Honeysuckle Avenue,Eleanor,Pollard,9,Daughter,NA,Female,Student,None,NA
4,Honeysuckle Avenue,Janet,Lucas,39,Head,Single,Female,Estate manager/land agent,None,None
4,Honeysuckle Avenue,Thomas,Walker,41,Partner,Single,Male,"Administrator, local government",None,None
4,Honeysuckle Avenue,Annette,Lucas,3,Daughter,NA,Female,Child,None,NA
5,Honeysuckle Avenue,Callum,Butler,74,Head,Widowed,Male,Retired Network engineer,None,Christian
5,Honeysuckle Avenue,Josephine,Butler,18,Granddaughter,Single,Female,Student,None,None
5,Honeysuckle Avenue,Robert,Butler,14,Grandson,NA,Male,Student,None,NA
6,Honeysuckle Avenue,Louise,Bailey,67,Head,Divorced,Female,Petroleum engineer,None,None
7,Honeysuckle Avenue,Julia,Thornton,51,Head,Married,Female,Private music teacher,None,Christian
7,Honeysuckle Avenue,Clifford,Thornton,51,Husband,Married,Male,Passenger transport manager,None,None
7,Honeysuckle Avenue,Sophie,Thornton,17,Daughter,NA,Female,Student,None,NA
8,Honeysuckle Avenue,Natalie,Johnson,60,Head,Married,Female,"Engineer, maintenance (IT)",None,Catholic
8,Honeysuckle Avenue,Robert,Johnson,60,Husband,Married,Male,Herpetologist,None,Catholic
8,Honeysuckle Avenue,Dorothy,Johnson,25,Daughter,Widowed,Female,Furniture conservator/restorer,None,Catholic
8,Honeysuckle Avenue,Justin,Johnson,25,Son,Single,Male,Health physicist,None,None
8,Honeysuckle Avenue,Victor,Johnson,10,Son,NA,Male,Student,None,NA
9,Honeysuckle Avenue,Pauline,Hamilton,39,Head,Single,Female,"Conservation officer, historic buildings",None,Christian
9,Honeysuckle Avenue,Brett,Ahmed,39,Partner,Single,Male,Quality manager,None,Christian
9,Honeysuckle Avenue,Emma,Hamilton,15,Daughter,NA,Female,Student,None,NA
9,Honeysuckle Avenue,Mandy,Hamilton,15,Daughter,NA,Female,Student,None,NA
9,Honeysuckle Avenue,Joseph,Hamilton,14,Son,NA,Male,Student,None,NA
10,Honeysuckle Avenue,Danny,Chambers,45,Head,Married,Male,Advice worker,None,Christian
10,Honeysuckle Avenue,Lucy,Chambers,43,Wife,Married,Female,"Lighting technician, broadcasting/film/video",None,Christian
10,Honeysuckle Avenue,Marie,Chambers,11,Daughter,NA,Female,Student,None,NA
10,Honeysuckle Avenue,Aimee,Chambers,7,Daughter,NA,Female,Student,None,NA
11,Honeysuckle Avenue,Beth,Woodward,60,Head,Married,Female,Chief Technology Officer,None,None
11,Honeysuckle Avenue,Louis,Woodward,62,Husband,Married,Male,"Teacher, secondary school",None,None
11,Honeysuckle Avenue,Natasha,Woodward,25,Daughter,Divorced,Female,IT technical support officer,None,None
11,Honeysuckle Avenue,Charles,Rose,21,Son,Single,Male,University Student,None,None
11,Honeysuckle Avenue,Hugh,Rose,16,Son,NA,Male,Student,None,NA
12,Honeysuckle Avenue,Jennifer,Jones,40,Head,Divorced,Female,"Psychologist, occupational",None,None
12,Honeysuckle Avenue,Patricia,Jones,24,Daughter,Divorced,Female,Medical laboratory scientific officer,None,None
12,Honeysuckle Avenue,Owen,Jones,21,Son,Divorced,Male,University Student,None,None
13,Honeysuckle Avenue,Annette,Jones,28,Head,Single,Female,"Engineer, petroleum",None,Christian
13,Honeysuckle Avenue,Natasha,Hill,63,None,Single,Female,Contractor,None,Christian
13,Honeysuckle Avenue,Laura,Thorpe,25,None,Single,Female,Podiatrist,None,Muslim
14,Honeysuckle Avenue,Robert,Evans,18,Head,Single,Male,University Student,None,Methodist
14,Honeysuckle Avenue,Annette,Parsons,19,None,Single,Female,University Student,None,Methodist
14,Honeysuckle Avenue,Marie,Jennings,18,None,Single,Female,University Student,None,Christian
14,Honeysuckle Avenue,Carol,Roberts,19,None,Single,Female,University Student,None,Catholic
15,Honeysuckle Avenue,Bruce,Jones,32,Head,Divorced,Male,Production engineer,None,Catholic
15,Honeysuckle Avenue,Jane,Jones,0,Daughter,NA,Female,Child,None,NA
15,Honeysuckle Avenue,Georgina,Hopkins,54,Lodger,Single,Female,Unemployed,None,None
16,Honeysuckle Avenue,Brett,Murray,32,Head,Married,Male,Colour technologist,None,Sikh
16,Honeysuckle Avenue,Pauline,Murray,31,Wife,Married,Female,Research scientist (life sciences),None,Sikh
16,Honeysuckle Avenue,Graeme,Murray,4,Son,NA,Male,Child,None,NA
16,Honeysuckle Avenue,Hazel,Murray,1,Daughter,NA,Female,Child,None,NA
17,Honeysuckle Avenue,Daniel,Knight,34,Head,Divorced,Male,Unemployed,None,None
17,Honeysuckle Avenue,Molly,Knight,6,Daughter,NA,Female,Student,None,NA
17,Honeysuckle Avenue,Eleanor,Knight,5,Daughter,NA,Female,Student,None,NA
18,Honeysuckle Avenue,Hayley,Smith,32,Head,Married,Female,Chemical engineer,None,None
18,Honeysuckle Avenue,Ian,Smith,30,Husband,Married,Male,Trading standards officer,None,None
18,Honeysuckle Avenue,George,Smith,3,Son,NA,Male,Child,None,NA
19,Honeysuckle Avenue,Lauren,Robinson,33,Head,Married,Female,Social worker,None,Sikh
19,Honeysuckle Avenue,Ben,Robinson,34,Husband,Married,Male,Scientific laboratory technician,None,Sikh
19,Honeysuckle Avenue,Brenda,Robinson,14,Daughter,NA,Female,Student,None,NA
20,Honeysuckle Avenue,Shannon,Haynes,33,Head,Married,Female,"Development worker, international aid",None,Catholic
20,Honeysuckle Avenue,Mohammad,Haynes,33,Husband,Married,Male,Unemployed,None,None
20,Honeysuckle Avenue,Reece,Haynes,7,Son,NA,Male,Student,None,NA
21,Honeysuckle Avenue,Carolyn,Howell,60,Head,Divorced,Female,Cytogeneticist,None,Christian
21,Honeysuckle Avenue,Ellie,Howell,22,Granddaughter,Widowed,Female,"Designer, fashion/clothing",None,None
21,Honeysuckle Avenue,Marilyn,Brooks,18,Granddaughter,Single,Female,Student,None,Christian
21,Honeysuckle Avenue,Heather,Ellis,15,Granddaughter,NA,Female,Student,None,NA
21,Honeysuckle Avenue,Leigh,Ellis,11,Grandson,NA,Male,Student,None,NA
22,Honeysuckle Avenue,Lynn,Thompson,63,Head,Married,Female,Patent attorney,None,Christian
